Roll_No,Name,Gender,Semester,Branch,Attandance,Maths,DS,OS,DBMS,AI,Study_houre,Final_Percentage,Performance_Label,Father_Name,Mother_Name,Blood_Group,Date_of_Birth,Age,City,Address,Pincode,State,Country,Participant,Mobile_Number,Email_ID,Game
RGPV0479,Romil Rajagopal,Male,6th,AIML,100,60,45,49,54,57,4,53,Poor,Jayant Tara,Purab Din,O-,08-04-2004,20,Siliguri,"House No. 408, Hakim Para, Siliguri",333759,West Bengal,India,Yes,8648033732,hazel03@yahoo.com,Kabaddi
RGPV0480,Shaan Sarna,Female,6th,CSE,65,69,94,72,44,85,6,72.8,Average,Sara Chopra,Seher Garde,AB-,30-11-2002,20,Coimbatore,"House No. 131, Saibaba Colony, Coimbatore",732426,Tamil Nadu,India,Yes,6306591653,samionkar@varma.com,
RGPV0481,Ayesha Dora,Male,6th,CSIT,98,62,96,44,91,76,6,73.8,Average,Miraya Ganesh,Kavya Gupta,A+,15-03-2005,20,Jabalpur,"House No. 16, Wright Town, Jabalpur",33506,Madhya Pradesh,India,No,698588412,datezara@varkey-koshy.com,Chess
RGPV0482,Kimaya Madan,Male,6th,CSE,97,99,55,96,89,63,7,80.4,Excellent,Sana Sarma,Rasha Sani,AB+,10-05-2004,19,Patna,"House No. 747, Rajendra Nagar, Patna",719499,Bihar,India,No,782144208,akarsh47@hotmail.com,Chess
RGPV0483,Bhavin Kota,Female,6th,CSIT,98,67,57,44,53,81,5,60.4,Average,Jivin Sehgal,Prisha Gole,AB-,12-07-2005,21,Vadodara,"House No. 74, Fatehgunj, Vadodara",103838,Gujarat,India,No,518319474,daveanvi@doctor.com,Cricket
RGPV0484,Taimur Chand,Female,6th,AIML,67,63,89,68,74,55,5,69.8,Average,Ayesha Amble,Charvi Rama,AB+,06-01-2001,19,Bhopal,"House No. 609, MP Nagar, Bhopal",159141,Madhya Pradesh,India,No,3547106140,deyriaan@yahoo.com,Cricket
RGPV0485,Vedika Yogi,Male,6th,CSIT,66,54,45,59,100,73,5,66.2,Average,Pari Sathe,Divij Barad,B+,02-07-2004,21,Jalandhar,"House No. 727, Urban Estate, Jalandhar",973810,Punjab,India,Yes,9203470278,chawlakiaan@yahoo.com,Chess
RGPV0486,Diya Shroff,Female,6th,AIML,95,43,94,80,79,99,6,79,Excellent,Anahi Sharaf,Mohanlal Dhar,B-,10-05-2003,20,Siliguri,"House No. 376, Hakim Para, Siliguri",50604,West Bengal,India,No,5631664789,gatikmanne@chauhan.com,
RGPV0487,Tushar Deep,Male,6th,DS,71,86,54,79,42,85,5,69.2,Average,Baiju Tandon,Eshani Chahal,B-,31-08-2006,20,Jalandhar,"House No. 118, Model Town, Jalandhar",742203,Punjab,India,Yes,1585104098,rajuishaan@yahoo.com,Football
RGPV0488,Kiaan Sen,Male,6th,DS,79,92,87,69,92,50,6,78,Excellent,Emir Gala,Alisha Bava,O-,13-12-2000,21,Durgapur,"House No. 815, City Center, Durgapur",822406,West Bengal,India,No,6969024967,nsekhon@chaudry.biz,Football
RGPV0489,Faiyaz Shere,Female,6th,DS,99,54,42,65,59,76,4,59.2,Poor,Reyansh Borah,Aradhya Barad,O+,28-09-2000,21,Nagpur,"House No. 318, Sadar, Nagpur",183257,Maharashtra,India,Yes,598304929,chandersamiha@grover.com,Football
RGPV0490,Nirvaan Singhal,Female,6th,CSE,77,74,68,65,86,56,5,69.8,Average,Nehmat Shan,Taran Yohannan,B+,04-06-2006,19,Coimbatore,"House No. 98, Peelamedu, Coimbatore",575421,Tamil Nadu,India,No,5591130844,heerbhandari@yahoo.com,Badminton
RGPV0491,Anvi Bobal,Female,6th,CSIT,82,45,88,81,88,94,6,79.2,Excellent,Reyansh Hora,Kaira Sem,O+,27-06-2007,20,Ahmedabad,"House No. 793, Satellite, Ahmedabad",149022,Gujarat,India,Yes,9335751813,saneelakshi@yahoo.com,
RGPV0492,Faiyaz Chacko,Male,6th,AIDS,91,77,49,95,78,52,6,70.2,Average,Heer Saraf,Eva Kar,A-,29-05-2002,20,Vadodara,"House No. 400, Gotri, Vadodara",759306,Gujarat,India,Yes,4574226831,gsura@rana.biz,Cricket
RGPV0493,Kavya Sharma,Male,6th,AIDS,62,43,97,53,73,67,5,66.6,Average,Aayush Bava,Aayush Ravel,AB+,31-07-2005,19,Indore,"House No. 851, Rajendra Nagar, Indore",415750,Madhya Pradesh,India,No,7825493156,himmatbanerjee@mall.com,Kabaddi
RGPV0494,Hrishita Bhattacharyya,Female,6th,DS,75,94,61,62,88,44,5,69.8,Average,Hansh Swaminathan,Parinaaz Deshpande,A-,19-07-2006,19,Mumbai,"House No. 41, Bandra, Mumbai",256495,Maharashtra,India,No,1048343959,navya28@handa.com,Chess
RGPV0495,Ishita Gokhale,Male,6th,CSIT,95,74,54,51,56,58,4,58.6,Poor,Dhruv Ahluwalia,Aaina Varghese,AB-,27-12-2000,21,Surat,"House No. 170, Katargam, Surat",515245,Gujarat,India,Yes,2445369294,farhan34@dubey.biz,Chess
RGPV0496,Sumer Chacko,Male,6th,AIML,99,73,97,73,83,66,6,78.4,Excellent,Lakshay Choudhry,Bhavin Tripathi,AB+,08-07-2000,19,Ahmedabad,"House No. 235, Navrangpura, Ahmedabad",934458,Gujarat,India,No,3110646634,bhamini41@hotmail.com,Cricket
RGPV0497,Oorja Tara,Female,6th,AIML,87,53,82,76,95,41,5,69.4,Average,Sumer Apte,Vedika Garg,AB+,29-05-2005,20,Amritsar,"House No. 774, Lawrence Road, Amritsar",3009,Punjab,India,No,4442514646,osachdev@yahoo.com,Kabaddi
RGPV0498,Miraya Mangal,Female,6th,CSIT,74,71,93,51,71,82,6,73.6,Average,Arhaan Deo,Sahil D’Alia,O+,21-10-2005,20,Mysuru,"House No. 825, Nazarbad, Mysuru",61826,Karnataka,India,Yes,1471983062,parinaaz22@walia.net,Badminton
RGPV0499,Vihaan Bhattacharyya,Male,6th,CSE,94,78,81,98,97,41,6,79,Excellent,Siya Goel,Diya Sem,A-,01-03-2003,19,Gaya,"House No. 312, Delha, Gaya",461137,Bihar,India,No,2227245152,kallaaaryahi@datta.info,
RGPV0500,Arhaan Date,Male,6th,CSIT,66,52,45,78,92,83,5,70,Average,Urvi Roy,Devansh Rajagopal,AB+,25-03-2003,19,Amritsar,"House No. 157, Lawrence Road, Amritsar",788259,Punjab,India,No,9051192197,bsom@gmail.com,Kabaddi
RGPV0501,Yakshit Bobal,Male,6th,AIML,90,46,80,41,91,77,5,67,Average,Raghav Vohra,Vedika Yohannan,B+,17-07-2000,19,Indore,"House No. 703, Rajendra Nagar, Indore",471135,Madhya Pradesh,India,No,2386993609,indranilkeer@gmail.com,Chess
RGPV0502,Anya Lata,Female,6th,CSIT,92,62,40,90,82,89,6,72.6,Average,Faiyaz Bhatnagar,Zain Ramesh,B+,21-03-2007,20,Varanasi,"House No. 673, Sigra, Varanasi",832259,Uttar Pradesh,India,No,4526779396,rkamdar@apte.com,Kabaddi
RGPV0503,Jiya Manne,Female,6th,CSIT,93,78,66,87,60,43,5,66.8,Average,Khushi Krishnamurthy,Damini Baral,AB-,29-03-2005,20,Jabalpur,"House No. 990, Napier Town, Jabalpur",985252,Madhya Pradesh,India,No,7839455051,jivinganesh@gmail.com,Football
RGPV0504,Lagan Edwin,Female,6th,DS,96,69,74,79,48,78,5,69.6,Average,Anaya Keer,Vidur Bal,A-,31-08-2005,19,Jaipur,"House No. 576, Mansarovar, Jaipur",448981,Rajasthan,India,Yes,8497014492,vritikasamra@gmail.com,Chess
RGPV0505,Ojas Varkey,Female,6th,AIDS,98,45,67,95,48,45,4,60,Average,Tiya Bhatti,Dharmajan Sangha,AB-,24-03-2001,20,Madurai,"House No. 154, KK Nagar, Madurai",533160,Tamil Nadu,India,No,7244551853,saksham12@hotmail.com,Badminton
RGPV0506,Misha Sankaran,Female,6th,CSE,76,93,95,68,45,50,6,70.2,Average,Mahika Magar,Dhruv Rama,A+,11-11-2004,19,Gaya,"House No. 52, AP Colony, Gaya",614341,Bihar,India,No,160760260,upadhyaypihu@sampath-mannan.com,Badminton
RGPV0507,Shanaya Bora,Male,6th,AIDS,91,89,99,96,78,59,7,84.2,Excellent,Zaina Baria,Baiju Swaminathan,AB+,23-05-2005,19,Kanpur,"House No. 596, Kakadeo, Kanpur",76989,Uttar Pradesh,India,Yes,2213437122,akarsh53@dalal.net,Kabaddi
RGPV0508,Badal Sarin,Male,6th,DS,81,54,86,44,56,49,4,57.8,Poor,Samiha Ganguly,Aniruddh Chand,AB-,08-01-2007,19,Mangalore,"House No. 413, Hampankatta, Mangalore",885879,Karnataka,India,No,8567594768,mgola@chakraborty.com,Kabaddi
RGPV0509,Charvi Cherian,Female,6th,CSIT,72,50,78,83,41,64,5,63.2,Average,Zaina Ranganathan,Saksham Loke,A+,07-06-2001,21,Ahmedabad,"House No. 570, Navrangpura, Ahmedabad",167591,Gujarat,India,No,2792367178,hazel70@chopra.com,
RGPV0510,Elakshi Shankar,Female,6th,AIDS,79,79,51,80,78,43,5,66.2,Average,Samiha Sharaf,Anaya Bose,A-,27-07-2007,20,Lucknow,"House No. 322, Gomti Nagar, Lucknow",655075,Uttar Pradesh,India,Yes,6243477040,taimurcontractor@mammen.info,Badminton
RGPV0511,Eva Bobal,Female,6th,DS,62,87,82,98,91,59,7,83.4,Excellent,Tushar Bhatti,Zeeshan Sahni,A-,07-03-2006,19,Bengaluru,"House No. 776, Jayanagar, Bengaluru",188659,Karnataka,India,No,8500729828,vyasparinaaz@yahoo.com,Chess
RGPV0512,Divij Ratta,Male,6th,AIML,96,95,43,87,87,59,6,74.2,Average,Hazel Dhawan,Khushi Khatri,O-,05-11-2000,19,Jodhpur,"House No. 935, Paota, Jodhpur",783168,Rajasthan,India,No,944022404,darshit23@lalla-goyal.org,Chess
RGPV0513,Ishita Buch,Male,6th,AIDS,78,100,83,78,78,84,7,84.6,Excellent,Anay Ramesh,Suhana Vyas,B-,23-05-2005,20,Udaipur,"House No. 362, Hiran Magri, Udaipur",475535,Rajasthan,India,No,9217834550,mohanlal00@gmail.com,Football
RGPV0514,Ayesha Sachar,Female,6th,AIML,74,54,87,50,41,68,4,60,Average,Alia Chaudhari,Amira Dixit,B-,25-11-2002,21,Lucknow,"House No. 432, Hazratganj, Lucknow",321300,Uttar Pradesh,India,No,1951984908,kondaelakshi@yahoo.com,Kabaddi
RGPV0515,Aarush Arya,Female,6th,AIDS,94,59,93,89,78,67,6,77.2,Excellent,Arhaan Swaminathan,Hazel Boase,AB-,31-08-2002,20,Patna,"House No. 881, Rajendra Nagar, Patna",124604,Bihar,India,Yes,1762310582,prisha91@ravi-sachar.com,
RGPV0516,Piya Tailor,Female,6th,DS,68,59,80,76,68,92,6,75,Excellent,Ryan Sethi,Stuvan Dalal,AB-,21-07-2002,19,Patna,"House No. 155, Boring Road, Patna",459078,Bihar,India,No,3730615863,deolanvi@talwar-rattan.org,Cricket
RGPV0517,Lakshay Rana,Male,6th,CSE,91,52,57,50,59,54,4,54.4,Poor,Sumer Bose,Anvi Goda,B-,05-05-2004,20,Surat,"House No. 198, Adajan, Surat",21238,Gujarat,India,No,3514709950,slanka@hotmail.com,Chess
RGPV0518,Lakshay Goda,Male,6th,AIML,84,65,61,86,43,94,5,69.8,Average,Raghav Walla,Tarini Lad,AB+,16-07-2000,20,Surat,"House No. 641, Vesu, Surat",25635,Gujarat,India,No,6659832387,elawagle@varkey.info,Kabaddi
RGPV0519,Sumer Bakshi,Female,6th,CSE,95,58,77,92,92,73,6,78.4,Excellent,Kabir Bir,Vivaan Badami,A+,12-04-2006,20,Mumbai,"House No. 208, Andheri, Mumbai",84740,Maharashtra,India,Yes,3636618174,bhardwajlakshay@sawhney-bumb.com,Chess
RGPV0520,Misha Khalsa,Male,6th,DS,92,40,100,78,85,78,6,76.2,Excellent,Alisha Trivedi,Taran Dhaliwal,AB+,06-09-2005,19,Coimbatore,"House No. 195, Saibaba Colony, Coimbatore",747332,Tamil Nadu,India,No,9806826143,navyaloyal@uppal-brar.com,
RGPV0521,Alisha Karnik,Male,6th,AIDS,91,97,70,44,99,40,5,70,Average,Ahana  Kakar,Jayan Master,O+,23-06-2005,21,Patna,"House No. 828, Rajendra Nagar, Patna",55532,Bihar,India,Yes,1549261856,uluthra@barman.com,Badminton
RGPV0522,Manikya Thaman,Female,6th,AIML,63,76,64,92,72,59,6,72.6,Average,Yuvraj  Tella,Neysa Goswami,A+,02-12-2001,19,Mangalore,"House No. 882, Kadri, Mangalore",471026,Karnataka,India,Yes,526110252,banikhiran@din.com,Chess
RGPV0523,Zara Bora,Female,6th,DS,88,78,51,74,41,74,5,63.6,Average,Aarush Suri,Sana Barman,AB-,22-09-2003,19,Kolkata,"House No. 881, Garia, Kolkata",658075,West Bengal,India,No,2109249847,isarkar@hotmail.com,
RGPV0524,Saksham Dubey,Male,6th,DS,67,47,86,81,64,72,5,70,Average,Seher Rout,Vardaniya Wable,O-,30-07-2006,19,Muzaffarpur,"House No. 482, Aghoria Bazar, Muzaffarpur",689867,Bihar,India,Yes,9573279309,shamik17@krishnan.com,Badminton
RGPV0525,Samaira Bajaj,Male,6th,AIDS,71,54,73,83,76,44,5,66,Average,Vidur Basak,Azad Swamy,AB-,07-01-2002,19,Indore,"House No. 572, Vijay Nagar, Indore",407087,Madhya Pradesh,India,No,9576981976,nirvisamra@gmail.com,Kabaddi
RGPV0526,Sumer Amble,Female,6th,DS,77,86,61,50,71,41,5,61.8,Average,Saksham Deol,Ayesha Hari,O+,07-04-2007,20,Kolkata,"House No. 307, Garia, Kolkata",677047,West Bengal,India,Yes,3787526874,dishani48@yahoo.com,
RGPV0527,Khushi Kaul,Female,6th,AIDS,81,79,86,91,50,79,6,77,Excellent,Mehul Badal,Shanaya Mall,O-,18-05-2005,19,Pune,"House No. 78, Hinjewadi, Pune",436053,Maharashtra,India,Yes,7287280134,kumerbaiju@shanker.com,Cricket
RGPV0528,Farhan Sandal,Male,6th,AIDS,70,77,40,90,97,75,6,75.8,Excellent,Indrans Tara,Vardaniya Madan,B-,20-12-2003,19,Bhopal,"House No. 110, MP Nagar, Bhopal",697415,Madhya Pradesh,India,Yes,7232358718,vivaanlal@bhalla.info,Cricket
RGPV0529,Farhan Varughese,Female,6th,CSIT,77,75,79,94,80,94,7,84.4,Excellent,Chirag Dara,Indrajit Lala,AB-,07-02-2007,19,Muzaffarpur,"House No. 753, Aghoria Bazar, Muzaffarpur",503207,Bihar,India,No,3520450782,umang61@hotmail.com,
RGPV0530,Samaira Chacko,Male,6th,CSE,94,51,92,97,95,54,6,77.8,Excellent,Hazel Chana,Priyansh Garg,B+,24-05-2005,19,Kanpur,"House No. 508, Kidwai Nagar, Kanpur",8590,Uttar Pradesh,India,No,6062846660,dharmajanshetty@dara.com,Cricket
RGPV0531,Zara Maharaj,Male,6th,AIML,79,67,40,65,91,88,6,70.2,Average,Manikya Magar,Tarini Dutta,A-,20-06-2007,20,Indore,"House No. 375, Vijay Nagar, Indore",797988,Madhya Pradesh,India,No,7451159270,pranay60@hotmail.com,Football
RGPV0532,Nakul Bora,Female,6th,CSE,84,100,91,61,70,96,7,83.6,Excellent,Jayesh Ahluwalia,Tiya Badal,A-,19-08-2006,21,Kolkata,"House No. 697, Garia, Kolkata",868157,West Bengal,India,Yes,5413742979,pari17@yahoo.com,Chess
RGPV0533,Renee Shukla,Male,6th,AIDS,65,46,92,67,56,88,5,69.8,Average,Samarth Lalla,Advika Sachdeva,A-,11-08-2000,19,Amritsar,"House No. 250, Ranjit Avenue, Amritsar",673042,Punjab,India,Yes,3185742337,dsule@khosla-warrior.org,Football
RGPV0534,Parinaaz Lalla,Male,6th,DS,82,67,67,55,43,66,4,59.6,Poor,Hiran Bhatnagar,Tarini Sane,O+,04-03-2007,21,Durgapur,"House No. 301, City Center, Durgapur",496819,West Bengal,India,Yes,5413281603,qbhatia@thaman-raju.net,Football
RGPV0535,Priyansh Chandran,Male,6th,AIDS,94,99,73,42,76,44,5,66.8,Average,Eshani Dasgupta,Indrajit Choudhry,AB-,23-08-2003,21,Madurai,"House No. 81, KK Nagar, Madurai",184868,Tamil Nadu,India,Yes,2590928686,mirayamand@hotmail.com,Badminton
RGPV0536,Sahil Kapur,Female,6th,AIML,96,69,88,82,72,93,7,80.8,Excellent,Drishya Kothari,Zain Gara,A-,07-12-2002,20,Jaipur,"House No. 335, Vaishali Nagar, Jaipur",559777,Rajasthan,India,Yes,2843140429,kiaan48@yahoo.com,Football
RGPV0537,Zara Chana,Male,6th,AIML,68,49,50,43,84,67,4,58.6,Poor,Zeeshan Vaidya,Dharmajan Jaggi,B+,29-12-2003,19,Bengaluru,"House No. 471, Whitefield, Bengaluru",55993,Karnataka,India,No,8920266352,purab24@dube.org,Football
RGPV0538,Adah Bobal,Male,6th,CSIT,87,48,92,93,90,72,6,79,Excellent,Aarush Bhasin,Saksham Thaman,B-,30-07-2005,19,Surat,"House No. 641, Katargam, Surat",178443,Gujarat,India,No,8642170859,hmander@yahoo.com,Cricket
RGPV0539,Damini Kunda,Male,6th,CSIT,98,82,53,59,100,68,6,72.4,Average,Kavya Seth,Shanaya Acharya,AB+,05-03-2003,20,Vadodara,"House No. 323, Fatehgunj, Vadodara",803222,Gujarat,India,No,1745036360,heer02@bhakta-kannan.com,Football
RGPV0540,Tiya Ahuja,Female,6th,CSE,64,94,79,63,41,94,6,74.2,Average,Kanav Mani,Mohanlal Ram,A-,14-10-2005,19,Gaya,"House No. 608, AP Colony, Gaya",645183,Bihar,India,No,2269262128,urvi19@karnik.biz,Badminton
RGPV0541,Pari Ganesan,Female,6th,CSIT,92,71,68,40,55,84,5,63.6,Average,Baiju Suri,Seher Vasa,A+,03-03-2006,20,Jalandhar,"House No. 589, Lajpat Nagar, Jalandhar",66112,Punjab,India,Yes,6923543594,crandhawa@gmail.com,
RGPV0542,Kiara Devi,Female,6th,AIDS,89,72,77,76,46,78,5,69.8,Average,Lakshay Loke,Himmat Basak,B-,05-08-2003,20,Jodhpur,"House No. 383, Ratanada, Jodhpur",79809,Rajasthan,India,No,96173307,emirdhawan@gmail.com,Football
RGPV0543,Suhana Zacharia,Male,6th,AIML,75,67,99,92,46,98,7,80.4,Excellent,Dhanush Mall,Anahi Dhillon,A-,10-02-2004,19,Lucknow,"House No. 991, Aliganj, Lucknow",438404,Uttar Pradesh,India,Yes,2428953113,kapurshaan@yahoo.com,
RGPV0544,Veer Seshadri,Male,6th,DS,100,94,45,57,81,94,6,74.2,Average,Dhruv Gole,Rhea Ratta,A+,12-04-2002,20,Indore,"House No. 182, Vijay Nagar, Indore",384558,Madhya Pradesh,India,No,4035763946,adira97@yahoo.com,Chess
RGPV0545,Emir Sama,Female,6th,DS,81,89,84,76,84,96,7,85.8,Excellent,Eshani Devi,Tushar Borah,B-,01-07-2004,19,Jalandhar,"House No. 330, Urban Estate, Jalandhar",38692,Punjab,India,Yes,4270040787,himmat85@yahoo.com,Football
RGPV0546,Rati Jain,Female,6th,AIDS,63,58,74,98,78,72,6,76,Excellent,Madhav Kala,Khushi Deshmukh,O+,10-09-2002,21,Mumbai,"House No. 814, Andheri, Mumbai",384433,Maharashtra,India,No,9041168346,idas@yahoo.com,
RGPV0547,Rania Som,Male,6th,DS,74,99,89,52,44,84,6,73.6,Average,Eva Bhardwaj,Nirvaan Dhawan,B+,24-03-2002,20,Jodhpur,"House No. 739, Paota, Jodhpur",855994,Rajasthan,India,No,7322009623,hsibal@hotmail.com,Kabaddi
RGPV0548,Sumer Brahmbhatt,Female,6th,AIML,86,57,86,60,71,46,5,64,Average,Zoya Luthra,Yasmin Agate,O+,12-01-2005,21,Lucknow,"House No. 666, Aliganj, Lucknow",618747,Uttar Pradesh,India,Yes,5207135410,shamiktara@dutt-de.net,Football
RGPV0549,Aarav Ahluwalia,Male,6th,DS,63,79,66,79,43,57,5,64.8,Average,Nishith Balasubramanian,Kabir Chakraborty,AB+,21-05-2002,21,Kolkata,"House No. 293, Park Street, Kolkata",553549,West Bengal,India,No,4531428992,mdani@devi.com,
RGPV0550,Shalv Tripathi,Female,6th,AIDS,95,72,92,46,88,53,6,70.2,Average,Samaira Shenoy,Ahana  Raman,A-,23-05-2001,20,Mumbai,"House No. 147, Dadar, Mumbai",50277,Maharashtra,India,Yes,1515256282,xbhatti@roy.com,Cricket
RGPV0551,Umang Hans,Male,6th,CSIT,95,54,48,65,96,96,6,71.8,Average,Tarini Mammen,Aniruddh Bir,B-,25-02-2000,21,Pune,"House No. 760, Hinjewadi, Pune",425727,Maharashtra,India,Yes,1266256284,golestuvan@yogi-saxena.info,Chess
RGPV0552,Armaan Comar,Male,6th,AIDS,97,92,78,92,64,100,7,85.2,Excellent,Jivin Thakur,Vardaniya Gupta,AB-,04-04-2002,20,Kolkata,"House No. 908, Park Street, Kolkata",832361,West Bengal,India,No,2284001308,keya63@gmail.com,Chess
RGPV0553,Amira Rama,Male,6th,AIML,93,62,46,63,70,73,5,62.8,Average,Ranbir Kar,Onkar Chhabra,B+,25-08-2002,21,Ludhiana,"House No. 483, Sarabha Nagar, Ludhiana",21721,Punjab,India,Yes,1465748379,rayrhea@gmail.com,Kabaddi
RGPV0554,Nirvaan Bhakta,Female,6th,AIDS,75,62,98,48,58,90,6,71.2,Average,Faiyaz Srivastava,Jayant Toor,B+,20-01-2007,20,Durgapur,"House No. 377, Benachity, Durgapur",942511,West Bengal,India,Yes,8949279532,anahitabhalla@golla.com,Football
RGPV0555,Tarini Das,Female,6th,AIML,94,46,78,87,40,50,5,60.2,Average,Prisha Khanna,Nayantara Virk,AB-,14-05-2006,20,Mumbai,"House No. 508, Dadar, Mumbai",836967,Maharashtra,India,Yes,549983470,khareraghav@yahoo.com,Badminton
RGPV0556,Oorja Sankar,Female,6th,DS,72,46,40,78,78,45,4,57.4,Poor,Romil Mahajan,Hridaan Srivastava,B-,11-11-2002,19,Madurai,"House No. 121, KK Nagar, Madurai",115401,Tamil Nadu,India,Yes,8544112103,samar10@bansal-khare.com,Cricket
RGPV0557,Nehmat Sengupta,Female,6th,AIML,92,54,79,67,99,62,6,72.2,Average,Nayantara Ramesh,Damini Sahota,AB-,02-08-2000,21,Varanasi,"House No. 671, Bhelupur, Varanasi",309476,Uttar Pradesh,India,No,2493541871,zbahl@master-mall.com,Kabaddi
RGPV0558,Diya Vyas,Female,6th,CSE,93,100,48,89,72,53,6,72.4,Average,Kaira Sehgal,Vritika Sarma,B-,11-01-2007,21,Indore,"House No. 93, Palasia, Indore",272278,Madhya Pradesh,India,Yes,7377625211,prishamahal@gmail.com,
RGPV0559,Tara Virk,Female,6th,AIDS,94,91,54,82,87,48,6,72.4,Average,Emir Handa,Arnav Sastry,A+,09-02-2004,19,Lucknow,"House No. 889, Gomti Nagar, Lucknow",734259,Uttar Pradesh,India,Yes,2267957024,cchawla@jaggi.info,Badminton
RGPV0560,Tiya Gola,Male,6th,DS,97,80,59,56,65,47,5,61.4,Average,Anahita Gupta,Neelofar Sachdev,A-,09-03-2001,20,Lucknow,"House No. 922, Hazratganj, Lucknow",486532,Uttar Pradesh,India,Yes,7023389081,nayantarachandra@goyal-thakkar.biz,Cricket
RGPV0561,Mehul Kalita,Male,6th,AIML,83,91,88,50,57,71,6,71.4,Average,Saanvi Garg,Fateh Swamy,AB-,08-11-2004,20,Varanasi,"House No. 211, Sigra, Varanasi",377362,Uttar Pradesh,India,No,7482474009,aaryahimangat@bajwa.biz,Badminton
RGPV0562,Trisha Hans,Female,6th,CSE,69,99,51,44,83,55,5,66.4,Average,Raunak Viswanathan,Akarsh Issac,O+,28-04-2005,19,Coimbatore,"House No. 761, Saibaba Colony, Coimbatore",539099,Tamil Nadu,India,No,1910687369,chowdhuryraghav@hotmail.com,Football
RGPV0563,Pihu Bir,Male,6th,DS,95,93,65,54,55,83,5,70,Average,Shamik Goswami,Trisha Jayaraman,AB+,07-06-2005,20,Chennai,"House No. 88, Velachery, Chennai",454925,Tamil Nadu,India,No,9268430189,dsekhon@hotmail.com,Kabaddi
RGPV0564,Jayesh Sahni,Female,6th,AIDS,70,54,79,43,97,76,5,69.8,Average,Prerak Tailor,Zaina Thaker,O+,06-08-2005,20,Coimbatore,"House No. 87, RS Puram, Coimbatore",48877,Tamil Nadu,India,Yes,4417165393,bijukale@hotmail.com,Kabaddi
RGPV0565,Zeeshan Kapoor,Female,6th,DS,86,80,60,96,82,44,6,72.4,Average,Alisha Setty,Shamik Agate,AB-,02-06-2005,20,Jodhpur,"House No. 879, Paota, Jodhpur",888251,Rajasthan,India,No,6555922546,riaan78@gmail.com,
RGPV0566,Lakshit Dutta,Male,6th,AIDS,72,40,44,44,99,67,4,58.8,Poor,Prisha Dugar,Yuvraj  Madan,A-,02-04-2003,20,Patna,"House No. 656, Boring Road, Patna",301321,Bihar,India,Yes,1793807486,kiaangole@bir.com,Football
RGPV0567,Anika Borra,Male,6th,AIDS,80,90,88,69,90,92,7,85.8,Excellent,Adah Subramanian,Ahana  Ranganathan,A+,01-11-2007,21,Siliguri,"House No. 842, Hakim Para, Siliguri",593179,West Bengal,India,No,9644575123,hyohannan@yahoo.com,Football
RGPV0568,Kanav Chad,Female,6th,CSIT,90,66,47,60,59,89,5,64.2,Average,Abram Goel,Alia Badami,B+,03-12-2000,20,Bengaluru,"House No. 602, Whitefield, Bengaluru",721522,Karnataka,India,Yes,8730332529,nsandhu@mander.com,Cricket
RGPV0569,Aayush Bahl,Female,6th,DS,91,69,89,67,45,50,5,64,Average,Aniruddh Yogi,Mannat Maharaj,AB+,03-03-2004,21,Ludhiana,"House No. 797, Dugri, Ludhiana",362552,Punjab,India,No,441615921,eshani36@baria.com,Cricket
RGPV0570,Baiju Dey,Male,6th,DS,60,98,97,60,76,62,6,78.6,Excellent,Nakul Kapadia,Baiju Mani,A-,26-01-2006,19,Coimbatore,"House No. 227, RS Puram, Coimbatore",465631,Tamil Nadu,India,No,9368582344,mkadakia@master.com,Badminton
RGPV0571,Lavanya Dugar,Female,6th,AIML,99,59,76,52,58,96,5,68.2,Average,Akarsh Viswanathan,Samaira Shetty,O+,03-05-2007,21,Bengaluru,"House No. 574, Whitefield, Bengaluru",869675,Karnataka,India,Yes,9584858069,uthkarshlad@yahoo.com,Football
RGPV0572,Jayan Golla,Male,6th,CSIT,72,47,83,53,57,54,4,58.8,Poor,Rasha Reddy,Pari Kalla,AB+,05-04-2007,21,Jalandhar,"House No. 566, Lajpat Nagar, Jalandhar",409342,Punjab,India,No,2039551914,yasmin59@yahoo.com,Chess
RGPV0573,Eshani Chaudhry,Male,6th,CSIT,85,43,68,71,54,77,5,62.6,Average,Prisha Ramanathan,Nitara Kala,B+,28-12-2006,21,Bhopal,"House No. 493, Kolar Road, Bhopal",889600,Madhya Pradesh,India,No,7692431478,purabbawa@hotmail.com,Badminton
RGPV0574,Jayesh Zachariah,Male,6th,AIDS,95,80,56,55,91,91,6,74.6,Average,Jayant Sibal,Hansh Sharma,A-,09-02-2002,20,Jaipur,"House No. 803, Malviya Nagar, Jaipur",403923,Rajasthan,India,Yes,4248119790,anvi30@hotmail.com,
RGPV0575,Jivin Brahmbhatt,Female,6th,AIML,96,60,96,99,64,88,7,81.4,Excellent,Anika Karnik,Jivin Dugar,B-,02-12-2001,21,Siliguri,"House No. 384, Sevoke Road, Siliguri",198904,West Bengal,India,No,298057596,settymanjari@kalita-karpe.com,Kabaddi
RGPV0576,Mannat Thaman,Male,6th,AIML,90,81,77,54,85,96,6,78.6,Excellent,Ehsaan Barman,Vivaan Lad,O+,12-10-2004,20,Surat,"House No. 238, Katargam, Surat",335326,Gujarat,India,Yes,1496919165,brastogi@yahoo.com,Cricket
